"Liturgical Year","Date","Day of Week","Class","Obligatory","Colour","Mass","Commemoration","Folder"
2020,5-4-2020,"Sunday","I","+","violet","Palm Sunday of the Passion of the Lord","","./1962/Lent/6/Sunday/"
2020,6-4-2020,"Monday","I","","violet","Monday of Holy Week","","./1962/Lent/6/Monday/"
2020,7-4-2020,"Tuesday","I","","violet","Tuesday of Holy Week","","./1962/Lent/6/Tuesday/"
2020,8-4-2020,"Wednesday","I","","violet","Spy Wednesday","","./1962/Lent/6/Wednesday/"
2020,9-4-2020,"Thursday","I","","violet","Maundy Thursday","","./1962/Lent/6/Thursday/"
2020,10-4-2020,"Friday","I","+","black","Friday of the Passion of the Lord","","./1962/Lent/6/Friday/"
2020,11-4-2020,"Saturday","I","","violet","Holy Saturday","","./1962/Lent/6/Saturday/"
2020,12-4-2020,"Sunday","I","+","white","Easter Sunday of the Resurrection of the Lord","","./1962/Easter/Sunday/"
2020,13-4-2020,"Monday","I","","white","Easter Monday","","./1962/Easter/Monday/"
2020,14-4-2020,"Tuesday","I","","white","Easter Tuesday","","./1962/Easter/Tuesday/"
2020,15-4-2020,"Wednesday","I","","white","Easter Wednesday","","./1962/Easter/Wednesday/"
2020,16-4-2020,"Thursday","I","","white","Easter Thursday","","./1962/Easter/Thursday/"
2020,17-4-2020,"Friday","I","","white","Easter Friday","","./1962/Easter/Friday/"
2020,18-4-2020,"Saturday","I","","white","Easter Saturday","","./1962/Easter/Saturday/"
2020,19-4-2020,"Sunday","I","+","white","Low Sunday","","./1962/Easter/1/Sunday/"
2020,20-4-2020,"Monday","IV","","white","Feria of Paschaltide","","./1962/Easter/1/Sunday/"
2020,21-4-2020,"Tuesday","III","","white","St. Anselm Bishop, Confessor, and Doctor of the Church, III class.","","./1962/Easter/1/Sunday/"
2020,22-4-2020,"Wednesday","III","","white","Ss. Soter and Cajus Popes and Martyrs, III class.","","./1962/Easter/1/Sunday/"
2020,23-4-2020,"Thursday","IV","","white","Feria of Paschaltide","Commemoration of St. George Martyr, Comm.","./1962/Easter/1/Sunday/"
2020,24-4-2020,"Friday","III","","white","St. Fidelis of Sigmaringen Martyr, III class.","","./1962/Easter/1/Sunday/"
2020,25-4-2020,"Saturday","II","","red","St. Mark Evangelist, II class.","The Greater Litanies","./1962/Easter/1/Sunday/"
2020,26-4-2020,"Sunday","II","+","white","Misericordia Sunday","","./1962/Easter/2/Sunday/"
2020,27-4-2020,"Monday","III","","white","St. Peter Canisius Confessor and Doctor of the Church, III class.","","./1962/Easter/2/Sunday/"
2020,28-4-2020,"Tuesday","III","","white","St. Paul of the Cross Confessor, III class.","","./1962/Easter/2/Sunday/"
2020,29-4-2020,"Wednesday","III","","red","St. Peter Martyr, III class.","","./1962/4/29/"
2020,30-4-2020,"Thursday","III","","white","St. Catherine of Siena Virgin, III class.","","./1962/4/30/"
2020,1-5-2020,"Friday","I","","white","St. Joseph the Workman, Spouse of the Blessed Virgin Mary, Confessor, I class.","","./1962/5/1/"
2020,2-5-2020,"Saturday","III","","white","Votive Mass of the Immaculate Heart of the Blessed Virgin Mary (in Eastertide)","St. Athanasius, Bishop, Confessor, and Doctor of the Church, III class.","./1962/5/2/"
2020,3-5-2020,"Sunday","II","+","white","Jubilate Sunday","","./1962/Easter/3/Sunday/"
2020,4-5-2020,"Monday","III","","white","St. Monica Widow, III class.","","./1962/5/4/"
2020,5-5-2020,"Tuesday","III","","white","St. Pius V Pope and Confessor, III class.","","./1962/Easter/3/Sunday/"
2020,6-5-2020,"Wednesday","IV","","red","St. John before the Latin Gate.","","./1962/5/6/"
2020,7-5-2020,"Thursday","III","","white","St. Stanislaus Bishop and Martyr, III class.","","./1962/5/7/"
2020,8-5-2020,"Friday","IV","","white","Feria of Paschaltide","","./1962/5/8/"
2020,9-5-2020,"Saturday","III","","white","St. Gregory Nazianzen Bishop, Confessor, and Doctor of the Church, III class.","","./1962/5/9/"
2020,10-5-2020,"Sunday","II","+","white","Cantate Sunday","","./1962/Easter/4/Sunday/"
2020,11-5-2020,"Monday","II","","red","Ss. Philip and James Apostles, II class.","","./1962/5/11/"
2020,12-5-2020,"Tuesday","III","","white","Ss. Nereus, Achilleus, Domitilla Virgin, and Pancras Martyrs, III class.","","./1962/Easter/4/Sunday/"
2020,13-5-2020,"Wednesday","III","","white","St. Robert Bellarmine Bishop, Confessor, and Doctor of the Church, III class.","","./1962/5/13/"
2020,14-5-2020,"Thursday","IV","","white","Feria of Paschaltide","Commemoration of St. Boniface Martyr, Comm.","./1962/5/14/"
2020,15-5-2020,"Friday","III","","white","St. John Baptist de la Salle Confessor, III class.","","./1962/5/15/"
2020,16-5-2020,"Saturday","III","","white","St. Ubald Bishop and Confessor, III class.","","./1962/5/16/"
2020,17-5-2020,"Sunday","II","+","white","5th Sunday after Easter","","./1962/Easter/5/Sunday/"
2020,18-5-2020,"Monday","II","","violet","Minor Rogation","","./1962/Easter/5/Rogation/"
2020,19-5-2020,"Tuesday","II","","violet","Minor Rogation","","./1962/Easter/5/Rogation/"
2020,20-5-2020,"Wednesday","II","","violet","Minor Rogation","Vigil of the Ascension","./1962/Easter/5/Rogation/"
2020,21-5-2020,"Thursday","I","+","white","Ascension of the Lord","","./1962/Ascension/Thursday/"
2020,22-5-2020,"Friday","IV","","white","Feria of Paschaltide","","./1962/Ascension/Feria/"
2020,23-5-2020,"Saturday","IV","","white","Saturday of Our Lady","","./1962/5/23/"
2020,24-5-2020,"Sunday","II","+","white","Sunday after the Ascension of the Lord","","./1962/Ascension/Sunday/"
2020,25-5-2020,"Monday","III","","white","St. Gregory VII Pope and Confessor, III class","Com. of St. Urban I Pope and Martyr.","./1962/5/25/"
2020,26-5-2020,"Tuesday","III","","white","St. Philip Neri Confessor, III class","Com. of St. Eleutherius Pope and Martyr.","./1962/Ascension/Feria/"
2020,27-5-2020,"Wednesday","III","","white","St. Bede the Venerable Confessor and Doctor of the Church, III class","Com. of St. John I Pope and Martyr.","./1962/5/27/"
2020,28-5-2020,"Thursday","III","","white","St. Augustine Bishop and Confessor, III class.","","./1962/5/28/"
2020,29-5-2020,"Friday","III","","white","St. Mary Magdalen de Pazzi Virgin, III class.","","./1962/Ascension/Feria/"
2020,30-5-2020,"Saturday","I","","red","Vigil Mass of Pentecost","","./1962/Ascension/Feria/"
2020,31-5-2020,"Sunday","I","+","red","Pentecost Sunday","","./1962/Pentecost/Sunday/"
2020,1-6-2020,"Monday","I","","red","Pentecost Monday","","./1962/Pentecost/Whit/Monday/"
2020,2-6-2020,"Tuesday","I","","red","Pentecost Tuesday","","./1962/Pentecost/Whit/Tuesday/"
2020,3-6-2020,"Wednesday","I","","red","Ember Wednesday of Pentecost","","./1962/Pentecost/Whit/Wednesday/"
2020,4-6-2020,"Thursday","I","","red","Thursday in Pentecost Week","","./1962/Pentecost/Whit/Thursday/"
2020,5-6-2020,"Friday","I","","red","Ember Friday of Pentecost","","./1962/Pentecost/Whit/Friday/"
2020,6-6-2020,"Saturday","I","","red","Ember Saturday of Pentecost","","./1962/Pentecost/Whit/Saturday/"
2020,7-6-2020,"Sunday","I","+","white","Trinity Sunday","","./1962/Pentecost/TrinitySunday/"
2020,8-6-2020,"Monday","IV","","green","Feria","","./1962/6/8/"
2020,9-6-2020,"Tuesday","IV","","green","Feria","Commemoration of Ss. Primus and Felician Martyrs, Comm.","./1962/6/9/"
2020,10-6-2020,"Wednesday","III","","white","St. Margaret Queen, Widow, III class.","","./1962/6/10/"
2020,11-6-2020,"Thursday","I","+","white","Corpus Christi","","./1962/Pentecost/CorpusChristi/"
2020,12-6-2020,"Friday","III","","white","St. John of San Facundo Confessor, III class","Com. of Ss. Basilides, Cyrinus, Nabor and Nazarius Martyrs.","./1962/6/12/"
2020,13-6-2020,"Saturday","III","","white","St. Anthony of Padua Confessor, III class.","","./1962/6/13/"
2020,14-6-2020,"Sunday","II","+","green","2nd Sunday After Pentecost","","./1962/Pentecost/2/Sunday/"
2020,15-6-2020,"Monday","IV","","green","Feria","Commemoration of Ss. Vitus, Modestus, and Crescentia Martyrs, Comm.","./1962/6/15/"
2020,16-6-2020,"Tuesday","IV","","green","Feria","","./1962/6/16/"
2020,17-6-2020,"Wednesday","III","","white","St. Gregory Barbarigo Bishop and Confessor, III class.","","./1962/6/17/"
2020,18-6-2020,"Thursday","III","","white","St. Ephraem Syrus Deacon, Confessor, and Doctor of the Church, III class","Com. of Ss. Mark and Marcellianus Martyrs.","./1962/6/18/"
2020,19-6-2020,"Friday","I","+","green","The Most Sacred Heart of Jesus","","./1962/Pentecost/SacredHeartofJesus/"
2020,20-6-2020,"Saturday","IV","","white","Saturday of Our Lady","Commemoration of St. Silverius Pope and Martyr, Comm.","./1962/6/20/"
2020,21-6-2020,"Sunday","II","+","green","3rd Sunday After Pentecost","","./1962/Pentecost/3/Sunday/"
2020,22-6-2020,"Monday","III","","white","St. Paulinus Bishop and Confessor, III class","","./1962/6/22/"
2020,23-6-2020,"Tuesday","II","","white","Vigil, II class.","","./1962/6/23/"
2020,24-6-2020,"Wednesday","I","","white","On the Nativity of St. John the Baptist, I class.","","./1962/6/24/"
2020,25-6-2020,"Thursday","III","","white","St. William Abbot, III class.","","./1962/6/25/"
2020,26-6-2020,"Friday","III","","red","Ss. John and Paul Martyrs, III class.","","./1962/6/26/"
2020,27-6-2020,"Saturday","IV","","white","Saturday of Our Lady","","./1962/6/27/"
2020,28-6-2020,"Sunday","II","+","red","4th Sunday After Pentecost","Vigil, II class.","./1962/Pentecost/4/Sunday/"
2020,29-6-2020,"Monday","I","+","red","Ss. Peter and Paul Apostles, I class.","","./1962/6/29/"
2020,30-6-2020,"Tuesday","IV","","green","Feria","On the Commemoration of St. Paul Apostle, III class","./1962/6/30/"
2020,1-7-2020,"Wednesday","I","","white","The Most Precious Blood of our Lord Jesus Christ, I class.","","./1962/7/1/"
2020,2-7-2020,"Thursday","II","","white","On the Visitation of the Blessed Virgin Mary, II class","Com. of Ss. Processus and Martinian Martyrs.","./1962/7/2/"
2020,3-7-2020,"Friday","III","","white","St. Irenaeus Bishop and Martyr, III class.","","./1962/7/3/"
2020,4-7-2020,"Saturday","IV","","white","Saturday of Our Lady","","./1962/7/4/"
2020,5-7-2020,"Sunday","II","+","green","5th Sunday After Pentecost","","./1962/Pentecost/5/Sunday/"
2020,6-7-2020,"Monday","IV","","green","Feria","","./1962/7/6/"
2020,7-7-2020,"Tuesday","III","","white","Ss. Cyril and Methodius Bishops and Confessors, III class.","","./1962/7/7/"
2020,8-7-2020,"Wednesday","III","","white","St. Elizabeth Queen, Widow, III class.","","./1962/7/8/"
2020,9-7-2020,"Thursday","IV","","green","Feria","","./1962/7/9/"
2020,10-7-2020,"Friday","III","","red","The Seven Holy Brothers Martyrs, and Ss. Rufina and Secunda Virgins and Martyrs, III class.","","./1962/7/10/"
2020,11-7-2020,"Saturday","IV","","white","Saturday of Our Lady","Commemoration of St. Pius I Pope and Martyr, Comm.","./1962/7/11/"
2020,12-7-2020,"Sunday","II","+","green","6th Sunday After Pentecost","","./1962/Pentecost/6/Sunday/"
2020,13-7-2020,"Monday","IV","","green","Feria","","./1962/7/13/"
2020,14-7-2020,"Tuesday","III","","white","St. Bonaventure Bishop, Confessor, and Doctor of the Church, III class.","","./1962/7/14/"
2020,15-7-2020,"Wednesday","III","","white","St. Henry II Emperor, Confessor, III class.","","./1962/7/15/"
2020,16-7-2020,"Thursday","IV","","red","Feria","Commemoration of the Blessed Virgin Mary of Mt. Carmel, Comm.","./1962/7/16/"
2020,17-7-2020,"Friday","IV","","green","Feria","Commemoration of St. Alexius Confessor, Comm.","./1962/7/17/"
2020,18-7-2020,"Saturday","III","","white","St. Camillus de Lellis Confessor, III class","Com. of St. Symphorosa and her seven Sons Martyrs.","./1962/7/18/"
2020,19-7-2020,"Sunday","II","+","green","7th Sunday After Pentecost","","./1962/Pentecost/7/Sunday/"
2020,20-7-2020,"Monday","III","","white","St. Jerome Emiliani Confessor, III class","Com. of St. Margaret Virgin Martyr.","./1962/7/20/"
2020,21-7-2020,"Tuesday","III","","white","St. Lawrence of Brindisi Confessor and Doctor of the Church, III class","Com. of St. Praxedes Virgin.","./1962/7/21/"
2020,22-7-2020,"Wednesday","III","","white","St. Mary Magdalene Penitent, III class.","","./1962/7/22/"
2020,23-7-2020,"Thursday","III","","red","St. Apollinaris Martyr, III class","Com. of St. Liborius Bishop and Confessor.","./1962/7/23/"
2020,24-7-2020,"Friday","IV","","green","Feria","Commemoration of St. Christina Virgin and Martyr.","./1962/7/24/"
2020,25-7-2020,"Saturday","II","","red","St. James Apostle, II class","Com. of St. Christopher Martyr.","./1962/7/25/"
2020,26-7-2020,"Sunday","II","+","white","8th Sunday After Pentecost","St. Anne Mother of the Blessed Virgin Mary, II class.","./1962/Pentecost/8/Sunday/"
2020,27-7-2020,"Monday","IV","","green","Feria","Commemoration of St. Pantaleon Martyr, Comm.","./1962/7/27/"
2020,28-7-2020,"Tuesday","III","","red","Ss. Nazarius and Celsus Martyrs, Victor I Pope and Martyr, and St. Innocent I Pope and Confessor, III class.","","./1962/7/28/"
2020,29-7-2020,"Wednesday","III","","white","St. Martha Virgin, III class","Com. of Ss. Felix, Simplicius, Faustinus, and Beatrice Martyrs.","./1962/7/29/"
2020,30-7-2020,"Thursday","IV","","red","Feria","Commemoration of Ss. Abdon and Sennen Martyrs, Comm.","./1962/7/30/"
2020,31-7-2020,"Friday","III","","white","St. Ignatius Confessor, III class.","","./1962/7/31/"
2020,1-8-2020,"Saturday","IV","","white","Saturday of Our Lady","Commemoration of the Holy Machabees Martyrs, Comm.","./1962/8/1/"
2020,2-8-2020,"Sunday","II","+","green","9th Sunday After Pentecost","","./1962/Pentecost/9/Sunday/"
2020,3-8-2020,"Monday","IV","","red","Finding of the body of St. Stephen the first Martyr.","","./1962/8/3/"
2020,4-8-2020,"Tuesday","III","","white","St. Dominic Confessor, Greater III class.","","./1962/8/4/"
2020,5-8-2020,"Wednesday","III","","white","On the Dedication of Our Lady of the Snows, III class.","","./1962/8/5/"
2020,6-8-2020,"Thursday","II","","white","On the Transfiguration of our Lord Jesus Christ, II class","Com. of Ss. Xystus II Pope, Felicissimus, and Agapitus Martyrs.","./1962/8/6/"
2020,7-8-2020,"Friday","III","","white","St. Cajetan Confessor, III class","Com. of St. Donatus Bishop and Martyr.","./1962/8/7/"
2020,8-8-2020,"Saturday","III","","red","St. John Mary Vianney Confessor and Priest, III class","Com. of Ss. Cyriacus, Largus, and Smaragdus Martyrs.","./1962/8/8/"
2020,9-8-2020,"Sunday","II","+","green","10th Sunday After Pentecost","","./1962/Pentecost/10/Sunday/"
2020,10-8-2020,"Monday","II","","red","St. Laurence Martyr, II class.","","./1962/8/10/"
2020,11-8-2020,"Tuesday","IV","","green","Feria","Commemoration of Ss. Tiburtius and Susanna Virgin, Martyrs, Comm.","./1962/8/11/"
2020,12-8-2020,"Wednesday","III","","white","St. Clare Virgin, III class.","","./1962/8/12/"
2020,13-8-2020,"Thursday","IV","","green","Feria","Commemoration of Ss. Hippolytus and Cassian Martyrs, Comm.","./1962/8/13/"
2020,14-8-2020,"Friday","II","","white","Vigil, II class","Com. of St. Eusebius Confessor.","./1962/8/14/"
2020,15-8-2020,"Saturday","I","+","white","On the Assumption of the Blessed Virgin Mary, I class.","","./1962/8/15/"
2020,16-8-2020,"Sunday","II","+","white","11th Sunday After Pentecost","St. Joachim Father of the Blessed Virgin Mary, Confessor, II class.","./1962/Pentecost/11/Sunday/"
2020,17-8-2020,"Monday","III","","white","St. Hyacinth of Poland Confessor, III class.","","./1962/8/17/"
