"Liturgical Year","Date","Day of Week","Class","Obligatory","Colour","Mass","Commemoration","Folder"
2106,28-7-2106,"Wednesday","III","","red","Ss. Nazarius and Celsus Martyrs, Victor I Pope and Martyr, and St. Innocent I Pope and Confessor, III class.","","./1962/7/28/"
2106,29-7-2106,"Thursday","III","","white","St. Martha Virgin, III class","Com. of Ss. Felix, Simplicius, Faustinus, and Beatrice Martyrs.","./1962/7/29/"
2106,30-7-2106,"Friday","IV","","red","Feria","Commemoration of Ss. Abdon and Sennen Martyrs, Comm.","./1962/7/30/"
2106,31-7-2106,"Saturday","III","","white","St. Ignatius Confessor, III class.","","./1962/7/31/"
2106,1-8-2106,"Sunday","II","+","green","8th Sunday After Pentecost","","./1962/Pentecost/8/Sunday/"
2106,2-8-2106,"Monday","III","","white","St. Alphonsus Mary of Liguori Bishop, Confessor, and Doctor of the Church, III class","Com. of St. Stephen I Pope and Martyr.","./1962/8/2/"
2106,3-8-2106,"Tuesday","IV","","red","Finding of the body of St. Stephen the first Martyr.","","./1962/8/3/"
2106,4-8-2106,"Wednesday","III","","white","St. Dominic Confessor, Greater III class.","","./1962/8/4/"
2106,5-8-2106,"Thursday","III","","white","On the Dedication of Our Lady of the Snows, III class.","","./1962/8/5/"
2106,6-8-2106,"Friday","II","","white","On the Transfiguration of our Lord Jesus Christ, II class","Com. of Ss. Xystus II Pope, Felicissimus, and Agapitus Martyrs.","./1962/8/6/"
2106,7-8-2106,"Saturday","III","","white","St. Cajetan Confessor, III class","Com. of St. Donatus Bishop and Martyr.","./1962/8/7/"
2106,8-8-2106,"Sunday","II","+","green","9th Sunday After Pentecost","","./1962/Pentecost/9/Sunday/"
2106,9-8-2106,"Monday","III","","white","Vigil, III class","Com. of St. Romanus Martyr.","./1962/8/9/"
2106,10-8-2106,"Tuesday","II","","red","St. Laurence Martyr, II class.","","./1962/8/10/"
2106,11-8-2106,"Wednesday","IV","","green","Feria","Commemoration of Ss. Tiburtius and Susanna Virgin, Martyrs, Comm.","./1962/8/11/"
2106,12-8-2106,"Thursday","III","","white","St. Clare Virgin, III class.","","./1962/8/12/"
2106,13-8-2106,"Friday","IV","","green","Feria","Commemoration of Ss. Hippolytus and Cassian Martyrs, Comm.","./1962/8/13/"
2106,14-8-2106,"Saturday","II","","white","Vigil, II class","Com. of St. Eusebius Confessor.","./1962/8/14/"
2106,15-8-2106,"Sunday","I","+","white","On the Assumption of the Blessed Virgin Mary, I class.","10th Sunday After Pentecost","./1962/Pentecost/10/Sunday/"
2106,16-8-2106,"Monday","II","","white","St. Joachim Father of the Blessed Virgin Mary, Confessor, II class.","","./1962/8/16/"
2106,17-8-2106,"Tuesday","III","","white","St. Hyacinth of Poland Confessor, III class.","","./1962/8/17/"
2106,18-8-2106,"Wednesday","IV","","green","Feria","Commemoration of St. Agapitus Martyr, Comm.","./1962/8/18/"
2106,19-8-2106,"Thursday","III","","white","St. John Eudes Confessor, III class.","","./1962/8/19/"
2106,20-8-2106,"Friday","III","","white","St. Bernard Abbot and Doctor of the Church, III class.","","./1962/8/20/"
2106,21-8-2106,"Saturday","III","","white","St. Jane Frances de Chantal Widow, III class.","","./1962/8/21/"
2106,22-8-2106,"Sunday","II","+","white","11th Sunday After Pentecost","Immaculate Heart of the Blessed Virgin Mary, II class","./1962/Pentecost/11/Sunday/"
2106,23-8-2106,"Monday","III","","white","St. Philip Benizi Confessor, III class.","","./1962/8/23/"
2106,24-8-2106,"Tuesday","II","","red","St. Bartholomew Apostle, II class.","","./1962/8/24/"
2106,25-8-2106,"Wednesday","III","","white","St. Louis King, Confessor, III class.","","./1962/8/25/"
2106,26-8-2106,"Thursday","IV","","green","Feria","Commemoration of St. Zephyrinus Pope Martyr, Comm.","./1962/8/26/"
2106,27-8-2106,"Friday","III","","white","St. Joseph Calasanctius Confessor, III class.","","./1962/8/27/"
2106,28-8-2106,"Saturday","III","","white","St. Augustine Bishop, Confessor, and Doctor of the Church, III class","Com. of St. Hermes Martyr.","./1962/8/28/"
2106,29-8-2106,"Sunday","II","+","green","12th Sunday After Pentecost","","./1962/Pentecost/12/Sunday/"
2106,30-8-2106,"Monday","III","","white","St. Rose of Lima Virgin, III class","Com. of Ss. Felix and Adauctus Martyrs.","./1962/8/30/"
2106,31-8-2106,"Tuesday","III","","white","St. Raymond Nonnatus Confessor, III class.","","./1962/8/31/"
2106,1-9-2106,"Wednesday","IV","","green","Feria","Commemoration of St. Giles Abbot, Comm,","./1962/9/1/"
2106,2-9-2106,"Thursday","III","","white","St. Stephen King, Confessor, III class.","","./1962/9/2/"
2106,3-9-2106,"Friday","III","","white","St. Pius X Pope and Confessor, III class.","","./1962/9/3/"
2106,4-9-2106,"Saturday","IV","","white","Saturday of Our Lady","","./1962/9/4/"
2106,5-9-2106,"Sunday","II","+","green","13th Sunday After Pentecost","","./1962/Pentecost/13/Sunday/"
2106,6-9-2106,"Monday","IV","","green","Feria","","./1962/9/6/"
2106,7-9-2106,"Tuesday","IV","","green","Feria","","./1962/9/7/"
2106,8-9-2106,"Wednesday","II","","white","On the Nativity of the Blessed Virgin Mary, II class","Com. of St. Hadrian Martyr.","./1962/9/8/"
2106,9-9-2106,"Thursday","IV","","green","Feria","Commemoration of St. Gorgonius Martyr, Comm.","./1962/9/9/"
2106,10-9-2106,"Friday","III","","white","St. Nicholas of Tolentino Confessor, III class.","","./1962/9/10/"
2106,11-9-2106,"Saturday","IV","","white","Saturday of Our Lady","Commemoration of Ss. Protus and Hyacinth Martyrs, Comm.","./1962/9/11/"
2106,12-9-2106,"Sunday","II","+","green","14th Sunday After Pentecost","","./1962/Pentecost/14/Sunday/"
2106,13-9-2106,"Monday","IV","","green","Feria","","./1962/9/13/"
2106,14-9-2106,"Tuesday","II","","red","On the Exaltation of the Holy Cross, II class.","","./1962/9/14/"
2106,15-9-2106,"Wednesday","II","","white","Seven Sorrows of the Blessed Virgin Mary, II class","Com. of St. Nicomedes Martyr.","./1962/9/15/"
2106,16-9-2106,"Thursday","III","","red","St. Cornelius Pope and St. Cyprian Bishop, Martyrs, III class","Com. of Ss. Euphemia Virgin, Lucy and Geminianus Martyrs.","./1962/9/16/"
2106,17-9-2106,"Friday","IV","","green","Feria","Commemoration of the Impression of the sacred Stigmata of St. Francis Confessor, Comm.","./1962/9/17/"
2106,18-9-2106,"Saturday","III","","white","St. Joseph of Cupertino Confessor, III class.","","./1962/9/18/"
2106,19-9-2106,"Sunday","II","+","green","15th Sunday After Pentecost","","./1962/Pentecost/15/Sunday/"
2106,20-9-2106,"Monday","IV","","green","Feria","Commemoration of St. Eustace and Companions Martyrs, Comm.","./1962/9/20/"
2106,21-9-2106,"Tuesday","II","","red","St. Matthew Apostle and Evangelist, II class.","","./1962/9/21/"
2106,22-9-2106,"Wednesday","II","","violet","Ember Wednesday","","./1962/Pentecost/Ember/Wednesday/"
2106,23-9-2106,"Thursday","III","","red","St. Linus Pope and Martyr, III class","Com. of St. Thecla Virgin and Martyr.","./1962/9/23/"
2106,24-9-2106,"Friday","II","","violet","Ember Friday","","./1962/Pentecost/Ember/Friday/"
2106,25-9-2106,"Saturday","II","","violet","Ember Saturday","","./1962/Pentecost/Ember/Saturday/"
2106,26-9-2106,"Sunday","II","+","green","16th Sunday After Pentecost","","./1962/Pentecost/16/Sunday/"
2106,27-9-2106,"Monday","III","","red","Ss. Cosmas and Damian Martyrs, III class.","","./1962/9/27/"
2106,28-9-2106,"Tuesday","III","","red","St. Wenceslaus Duke, Martyr, III class.","","./1962/9/28/"
2106,29-9-2106,"Wednesday","I","","white","On the Dedication of St. Michael Archangel, I class.","","./1962/9/29/"
2106,30-9-2106,"Thursday","III","","white","St. Jerome Priest, Confessor, and Doctor of the Church, III class.","","./1962/9/30/"
2106,1-10-2106,"Friday","IV","","green","Feria","Commemoration of St. Remigius Bishop and Confessor, Comm.","./1962/10/1/"
2106,2-10-2106,"Saturday","III","","white","The Holy Guardian Angels, Greater III class.","","./1962/10/2/"
2106,3-10-2106,"Sunday","II","+","green","17th Sunday After Pentecost","","./1962/Pentecost/17/Sunday/"
2106,4-10-2106,"Monday","III","","white","St. Francis of Assisi Confessor, III class.","","./1962/10/4/"
2106,5-10-2106,"Tuesday","IV","","green","Feria","Commemoration of St. Placid and companions Martyrs, Comm.","./1962/10/5/"
2106,6-10-2106,"Wednesday","III","","white","St. Bruno Confessor, III class.","","./1962/10/6/"
2106,7-10-2106,"Thursday","II","","white","Blessed Virgin Mary of the Rosary, II class","Com. of St. Mark Pope and Confessor.","./1962/10/7/"
2106,8-10-2106,"Friday","III","","white","St. Bridget Widow, III class","Com. of Ss. Sergius, Bacchus, Marcellus and Apuleius Martyrs.","./1962/10/8/"
2106,9-10-2106,"Saturday","III","","white","St. John Leonard Confessor, III class","Com. of St. Denis Bishop, Rusticus Priest, and Eleutherius Martyrs.","./1962/10/9/"
2106,10-10-2106,"Sunday","II","+","green","18th Sunday After Pentecost","","./1962/Pentecost/18/Sunday/"
2106,11-10-2106,"Monday","II","","white","The Maternity of the Blessed Virgin Mary, II class.","","./1962/10/11/"
2106,12-10-2106,"Tuesday","IV","","green","Feria","","./1962/10/12/"
2106,13-10-2106,"Wednesday","III","","white","St. Edward King, Confessor, III class.","","./1962/10/13/"
2106,14-10-2106,"Thursday","III","","red","St. Callistus I Pope and Martyr, III class.","","./1962/10/14/"
2106,15-10-2106,"Friday","III","","white","St. Teresa Virgin, III class.","","./1962/10/15/"
2106,16-10-2106,"Saturday","III","","white","St. Hedwig Widow, III class.","","./1962/10/16/"
2106,17-10-2106,"Sunday","II","+","green","19th Sunday After Pentecost","","./1962/Pentecost/19/Sunday/"
2106,18-10-2106,"Monday","II","","red","St. Luke Evangelist, II class.","","./1962/10/18/"
2106,19-10-2106,"Tuesday","III","","white","St. Peter of Alcantara Confessor, III class.","","./1962/10/19/"
2106,20-10-2106,"Wednesday","III","","white","St. John Cantius Confessor, III class.","","./1962/10/20/"
2106,21-10-2106,"Thursday","IV","","green","Feria","Commemoration of St. Hilarion Abbot, Comm.","./1962/10/21/"
2106,22-10-2106,"Friday","IV","","green","Feria","","./1962/10/22/"
2106,23-10-2106,"Saturday","III","","white","St. Anthony Mary Claret Bishop and Confessor, III class.","","./1962/10/23/"
2106,24-10-2106,"Sunday","II","+","green","20th Sunday After Pentecost","","./1962/Pentecost/20/Sunday/"
2106,25-10-2106,"Monday","IV","","green","Feria","Commemoration of Ss. Chrysanthus and Daria Martyrs, Comm.","./1962/10/25/"
2106,26-10-2106,"Tuesday","IV","","green","Feria","Commemoration of St. Evaristus Pope and Martyr, Comm.","./1962/10/26/"
2106,27-10-2106,"Wednesday","IV","","green","Feria","","./1962/10/27/"
2106,28-10-2106,"Thursday","II","","red","Ss. Simon and Jude Apostles, II class.","","./1962/10/28/"
2106,29-10-2106,"Friday","IV","","green","Feria","","./1962/10/29/"
2106,30-10-2106,"Saturday","IV","","white","Saturday of Our Lady","","./1962/10/30/"
2106,31-10-2106,"Sunday","I","+","white","Feast of Christ the King","","./1962/Pentecost/ChristusRex/"
2106,1-11-2106,"Monday","I","+","white","All Saints, I class.","","./1962/11/1/"
2106,2-11-2106,"Tuesday","I","","black","Commemoration of all the Faithful Departed","","./1962/11/2/"
2106,3-11-2106,"Wednesday","III","","black","Daily Mass for the Dead - For All the Faithful Departed","","./1962/11/3/"
2106,4-11-2106,"Thursday","III","","black","Daily Mass for the Dead - For All the Faithful Departed","","./1962/11/4/"
2106,5-11-2106,"Friday","III","","black","Daily Mass for the Dead - For All the Faithful Departed","","./1962/11/5/"
2106,6-11-2106,"Saturday","IV","","white","Saturday of Our Lady","","./1962/11/6/"
2106,7-11-2106,"Sunday","II","+","green","22nd Sunday After Pentecost","","./1962/Pentecost/22/Sunday/"
2106,8-11-2106,"Monday","III","","black","Daily Mass for the Dead - For All the Faithful Departed","","./1962/11/8/"
2106,9-11-2106,"Tuesday","II","","white","On the Dedication of the Archbasilica of the most Holy Saviour, II class","Com. of St. Theodore Martyr.","./1962/11/9/"
2106,10-11-2106,"Wednesday","III","","white","St. Andrew Avellino Confessor, III class","Com. of Ss. Tryphon, Respicius, and Nympha Martyrs.","./1962/11/10/"
2106,11-11-2106,"Thursday","III","","white","St. Martin Bishop and Confessor, III class","Com. of St. Mennas Martyr.","./1962/11/11/"
2106,12-11-2106,"Friday","III","","white","St. Martin I Pope and Martyr, III class.","","./1962/11/12/"
2106,13-11-2106,"Saturday","III","","white","St. Didacus Confessor, III class.","","./1962/11/13/"
2106,14-11-2106,"Sunday","II","+","green","23rd Sunday After Pentecost","","./1962/Pentecost/23/Sunday/"
2106,15-11-2106,"Monday","III","","white","St. Albert the Great Bishop, Confessor, and Doctor of the Church, III class.","","./1962/11/15/"
2106,16-11-2106,"Tuesday","III","","white","St. Gertrude Virgin, III class.","","./1962/11/16/"
2106,17-11-2106,"Wednesday","III","","white","St. Gregory Thaumaturgus Bishop and Confessor, III class.","","./1962/11/17/"
2106,18-11-2106,"Thursday","III","","white","On the Dedication of the Basilicas of Ss. Peter and Paul, III class.","","./1962/11/18/"
2106,19-11-2106,"Friday","III","","white","St. Elizabeth Widow, III class","Com. of St. Pontianus Pope and Martyr.","./1962/11/19/"
2106,20-11-2106,"Saturday","III","","white","St. Felix of Valois Confessor, III class.","","./1962/11/20/"
2106,21-11-2106,"Sunday","II","+","green","24th and Last Sunday after Pentecost","","./1962/Pentecost/Last/Sunday/"
2106,22-11-2106,"Monday","III","","red","St. Cecilia Virgin and Martyr, III class.","","./1962/11/22/"
2106,23-11-2106,"Tuesday","III","","red","St. Clement I Pope and Martyr, III class","Com. of St. Felicitas Martyr.","./1962/11/23/"
2106,24-11-2106,"Wednesday","III","","white","St. John of the Cross Confessor and Doctor of the Church, III class","Com. of St. Chrysogonus Martyr.","./1962/11/24/"
2106,25-11-2106,"Thursday","III","","white","St. Catherine Virgin and Martyr, III class.","","./1962/11/25/"
2106,26-11-2106,"Friday","III","","white","St. Sylvester Abbot, III class","Com. of St. Peter of Alexandria Bishop and Martyr.","./1962/11/26/"
2106,27-11-2106,"Saturday","IV","","white","Saturday of Our Lady","","./1962/11/27/"
