"Liturgical Year","Date","Day of Week","Class","Obligatory","Colour","Mass","Commemoration","Folder"
2106,15-2-2106,"Monday","IV","","green","Feria","Commemoration of Ss.Faustinus and Jovita Martyrs, Comm.","./1962/2/15/"
2106,16-2-2106,"Tuesday","IV","","green","Feria","","./1962/2/16/"
2106,17-2-2106,"Wednesday","IV","","green","Feria","","./1962/2/17/"
2106,18-2-2106,"Thursday","IV","","red","Feria","Commemoration of St. Simeon Bishop and Martyr, Comm.","./1962/2/18/"
2106,19-2-2106,"Friday","IV","","green","Feria","","./1962/2/19/"
2106,20-2-2106,"Saturday","IV","","white","Saturday of Our Lady","","./1962/2/20/"
2106,21-2-2106,"Sunday","II","+","violet","Sexagesima Sunday","","./1962/Sexagesima/"
2106,22-2-2106,"Monday","II","","white","Chair of St. Peter, II class","Com. of St. Paul.","./1962/2/22/"
2106,23-2-2106,"Tuesday","III","","white","St. Peter Damian Confessor, III class.","","./1962/2/23/"
2106,24-2-2106,"Wednesday","II","","red","St. Matthias Apostle, II class.","","./1962/2/24/"
2106,25-2-2106,"Thursday","IV","","green","Fat Thursday","","./1962/2/25/"
2106,26-2-2106,"Friday","IV","","green","Feria","","./1962/2/26/"
2106,27-2-2106,"Saturday","III","","white","St. Gabriel of Our Lady of Sorrows, III class","","./1962/2/27/"
2106,28-2-2106,"Sunday","II","+","violet","Quinquagesima Sunday","","./1962/Quinquagesima/"
2106,1-3-2106,"Monday","III","","green","Shrove Monday","","./1962/3/1/"
2106,2-3-2106,"Tuesday","IV","","green","Mardigras","","./1962/3/2/"
2106,3-3-2106,"Wednesday","I","+","violet","Ash Wednesday","","./1962/Lent/1/Wednesday/"
2106,4-3-2106,"Thursday","III","","violet","Thursday after Ash Wednesday","St. Casimir Confessor, III class","./1962/Lent/Ash/Thursday/"
2106,5-3-2106,"Friday","III","","violet","Friday after Ash Wednesday","","./1962/Lent/Ash/Friday/"
2106,6-3-2106,"Saturday","III","","violet","Saturday after Ash Wednesday","Ss. Perpetua and Felicity Martyrs, III class.","./1962/Lent/Ash/Saturday/"
2106,7-3-2106,"Sunday","I","+","violet","1st Sunday of Lent","","./1962/Lent/1/Sunday/"
2106,8-3-2106,"Monday","III","","violet","Feria of Lent","St. John of God Confessor, III class.","./1962/Lent/1/Monday/"
2106,9-3-2106,"Tuesday","III","","violet","Feria of Lent","St. Frances of Rome Widow, III class.","./1962/Lent/1/Tuesday/"
2106,10-3-2106,"Wednesday","II","","violet","Ember Wednesday in Lent","","./1962/Lent/1/Wednesday/"
2106,11-3-2106,"Thursday","III","","violet","Feria of Lent","","./1962/Lent/1/Thursday/"
2106,12-3-2106,"Friday","II","","violet","Ember Friday in Lent","","./1962/Lent/1/Friday/"
2106,13-3-2106,"Saturday","II","","violet","Ember Saturday in Lent","","./1962/Lent/1/Saturday/"
2106,14-3-2106,"Sunday","I","+","violet","2nd Sunday of Lent","","./1962/Lent/2/Sunday/"
2106,15-3-2106,"Monday","III","","violet","Feria of Lent","","./1962/Lent/2/Monday/"
2106,16-3-2106,"Tuesday","III","","violet","Feria of Lent","","./1962/Lent/2/Tuesday/"
2106,17-3-2106,"Wednesday","III","","violet","Feria of Lent","St. Patrick Bishop and Confessor, III class.","./1962/Lent/2/Wednesday/"
2106,18-3-2106,"Thursday","III","","violet","Feria of Lent","St.Cyril Bishop of Jerusalem, Confessor, and Doctor of the Church, III class.","./1962/Lent/2/Thursday/"
2106,19-3-2106,"Friday","I","+","white","St. Joseph, Spouse of the Blessed Virgin Mary, Confessor, and Patron of the Universal Church, I class.","","./1962/Lent/2/Friday/"
2106,20-3-2106,"Saturday","III","","violet","Feria of Lent","","./1962/Lent/2/Saturday/"
2106,21-3-2106,"Sunday","I","+","violet","3rd Sunday of Lent","","./1962/Lent/3/Sunday/"
2106,22-3-2106,"Monday","III","","violet","Feria of Lent","","./1962/Lent/3/Monday/"
2106,23-3-2106,"Tuesday","III","","violet","Feria of Lent","","./1962/Lent/3/Tuesday/"
2106,24-3-2106,"Wednesday","III","","violet","Feria of Lent","St. Gabriel the Archangel, III class.","./1962/Lent/3/Wednesday/"
2106,25-3-2106,"Thursday","I","","white","Annunciation of the Blessed Virgin Mary, I class.","","./1962/Lent/3/Thursday/"
2106,26-3-2106,"Friday","III","","violet","Feria of Lent","","./1962/Lent/3/Friday/"
2106,27-3-2106,"Saturday","III","","violet","Feria of Lent","St. John Damascene Confessor and Doctor of the Church, III class","./1962/Lent/3/Saturday/"
2106,28-3-2106,"Sunday","I","+","rose","Laetare Sunday","","./1962/Lent/4/Sunday/"
2106,29-3-2106,"Monday","III","","violet","Feria of Lent","","./1962/Lent/4/Monday/"
2106,30-3-2106,"Tuesday","III","","violet","Feria of Lent","","./1962/Lent/4/Tuesday/"
2106,31-3-2106,"Wednesday","III","","violet","Feria of Lent","","./1962/Lent/4/Wednesday/"
2106,1-4-2106,"Thursday","III","","violet","Feria of Lent","","./1962/Lent/4/Thursday/"
2106,2-4-2106,"Friday","III","","violet","Feria of Lent","St. Francis of Paula Confessor, III class.","./1962/Lent/4/Friday/"
2106,3-4-2106,"Saturday","III","","violet","Feria of Lent","","./1962/Lent/4/Saturday/"
2106,4-4-2106,"Sunday","I","+","violet","Passion Sunday","","./1962/Lent/5/Sunday/"
2106,5-4-2106,"Monday","III","","violet","Monday of Passion Week","St. Vincent Ferrer Confessor, III class.","./1962/Lent/5/Monday/"
2106,6-4-2106,"Tuesday","III","","violet","Tuesday of Passion Week","","./1962/Lent/5/Tuesday/"
2106,7-4-2106,"Wednesday","III","","violet","Wednesday of Passion Week","","./1962/Lent/5/Wednesday/"
2106,8-4-2106,"Thursday","III","","violet","Thursday of Passion Week","","./1962/Lent/5/Thursday/"
2106,9-4-2106,"Friday","III","","violet","Friday of Passion Week","Feast of the Seven Sorrows of Mary","./1962/Lent/5/Friday/"
2106,10-4-2106,"Saturday","III","","violet","Saturday of Passion Week","","./1962/Lent/5/Saturday/"
2106,11-4-2106,"Sunday","I","+","violet","Palm Sunday of the Passion of the Lord","","./1962/Lent/6/Sunday/"
2106,12-4-2106,"Monday","I","","violet","Monday of Holy Week","","./1962/Lent/6/Monday/"
2106,13-4-2106,"Tuesday","I","","violet","Tuesday of Holy Week","","./1962/Lent/6/Tuesday/"
2106,14-4-2106,"Wednesday","I","","violet","Spy Wednesday","","./1962/Lent/6/Wednesday/"
2106,15-4-2106,"Thursday","I","","violet","Maundy Thursday","","./1962/Lent/6/Thursday/"
2106,16-4-2106,"Friday","I","+","black","Friday of the Passion of the Lord","","./1962/Lent/6/Friday/"
2106,17-4-2106,"Saturday","I","","violet","Saturday of Holy Week","","./1962/Lent/6/Saturday/"
2106,18-4-2106,"Sunday","I","+","white","Easter Sunday of the Resurrection of the Lord","","./1962/Easter/Sunday/"
2106,19-4-2106,"Monday","I","","white","Easter Monday","","./1962/Easter/Monday/"
2106,20-4-2106,"Tuesday","I","","white","Easter Tuesday","","./1962/Easter/Tuesday/"
2106,21-4-2106,"Wednesday","I","","white","Easter Wednesday","","./1962/Easter/Wednesday/"
2106,22-4-2106,"Thursday","I","","white","Easter Thursday","","./1962/Easter/Thursday/"
2106,23-4-2106,"Friday","I","","white","Easter Friday","","./1962/Easter/Friday/"
2106,24-4-2106,"Saturday","I","","white","Easter Saturday","","./1962/Easter/Saturday/"
2106,25-4-2106,"Sunday","II","+","white","The Greater Litanies","","./1962/Easter/1/Sunday/"
2106,26-4-2106,"Monday","III","","white","Ss. Cletus and Marcellinus Popes and Martyrs, III class.","","./1962/Easter/1/Sunday/"
2106,27-4-2106,"Tuesday","III","","white","St. Peter Canisius Confessor and Doctor of the Church, III class.","","./1962/Easter/1/Sunday/"
2106,28-4-2106,"Wednesday","III","","white","St. Paul of the Cross Confessor, III class.","","./1962/Easter/1/Sunday/"
2106,29-4-2106,"Thursday","III","","red","St. Peter Martyr, III class.","","./1962/Easter/1/Sunday/"
2106,30-4-2106,"Friday","III","","white","St. Catherine of Siena Virgin, III class.","","./1962/Easter/1/Sunday/"
2106,1-5-2106,"Saturday","I","","white","St. Joseph the Workman, Spouse of the Blessed Virgin Mary, Confessor, I class.","","./1962/Easter/1/Sunday/"
2106,2-5-2106,"Sunday","II","+","white","Misericordia Sunday","","./1962/Easter/2/Sunday/"
2106,3-5-2106,"Monday","IV","","white","Feria of Paschaltide","Commemoration of Ss. Alexander, Eventius and Theodulus Martyrs, and Juvenal, Bishop and Confessor, Comm.","./1962/Easter/2/Sunday/"
2106,4-5-2106,"Tuesday","III","","white","St. Monica Widow, III class.","","./1962/Easter/2/Sunday/"
2106,5-5-2106,"Wednesday","III","","white","St. Pius V Pope and Confessor, III class.","","./1962/Easter/2/Sunday/"
2106,6-5-2106,"Thursday","IV","","red","St. John before the Latin Gate.","","./1962/Easter/2/Sunday/"
2106,7-5-2106,"Friday","III","","white","St. Stanislaus Bishop and Martyr, III class.","","./1962/Easter/2/Sunday/"
2106,8-5-2106,"Saturday","IV","","white","Saturday of Our Lady","","./1962/Easter/2/Sunday/"
2106,9-5-2106,"Sunday","II","+","white","Jubilate Sunday","","./1962/Easter/3/Sunday/"
2106,10-5-2106,"Monday","III","","white","St. Antoninus Bishop and Confessor, III class","Com. of Ss. Gordian and Epimachus.","./1962/Easter/3/Sunday/"
2106,11-5-2106,"Tuesday","II","","red","Ss. Philip and James Apostles, II class.","","./1962/Easter/3/Sunday/"
2106,12-5-2106,"Wednesday","III","","white","Ss. Nereus, Achilleus, Domitilla Virgin, and Pancras Martyrs, III class.","","./1962/Easter/3/Sunday/"
2106,13-5-2106,"Thursday","III","","white","St. Robert Bellarmine Bishop, Confessor, and Doctor of the Church, III class.","","./1962/Easter/3/Sunday/"
2106,14-5-2106,"Friday","IV","","white","Feria of Paschaltide","Commemoration of St. Boniface Martyr, Comm.","./1962/Easter/3/Sunday/"
2106,15-5-2106,"Saturday","III","","white","St. John Baptist de la Salle Confessor, III class.","","./1962/Easter/3/Sunday/"
2106,16-5-2106,"Sunday","II","+","white","Cantate Sunday","","./1962/Easter/4/Sunday/"
2106,17-5-2106,"Monday","III","","white","St. Paschal Baylon Confessor, III class.","","./1962/Easter/4/Sunday/"
2106,18-5-2106,"Tuesday","III","","red","St. Venantius Martyr, III class.","","./1962/Easter/4/Sunday/"
2106,19-5-2106,"Wednesday","III","","white","St. Peter Celestine Pope and Confessor, III class","Com. of St. Pudentiana Virgin.","./1962/Easter/4/Sunday/"
2106,20-5-2106,"Thursday","III","","white","St. Bernardine of Siena Confessor, III class.","","./1962/Easter/4/Sunday/"
2106,21-5-2106,"Friday","IV","","white","Feria of Paschaltide","","./1962/Easter/4/Sunday/"
2106,22-5-2106,"Saturday","IV","","white","Saturday of Our Lady","","./1962/Easter/4/Sunday/"
2106,23-5-2106,"Sunday","II","+","white","5th Sunday after Easter","","./1962/Easter/5/Sunday/"
2106,24-5-2106,"Monday","II","","violet","Minor Rogation","","./1962/Easter/5/Rogation/"
2106,25-5-2106,"Tuesday","II","","violet","Minor Rogation","","./1962/Easter/5/Rogation/"
2106,26-5-2106,"Wednesday","II","","violet","Minor Rogation","Vigil of the Ascension","./1962/Easter/5/Rogation/"
2106,27-5-2106,"Thursday","I","+","white","Ascension of the Lord","","./1962/Ascension/Thursday/"
2106,28-5-2106,"Friday","III","","white","St. Augustine Bishop and Confessor, III class.","","./1962/Ascension/Feria/"
2106,29-5-2106,"Saturday","III","","white","St. Mary Magdalen de Pazzi Virgin, III class.","","./1962/5/29/"
2106,30-5-2106,"Sunday","II","+","white","Sunday after the Ascension of the Lord","","./1962/Ascension/Sunday/"
2106,31-5-2106,"Monday","II","","white","Blessed Virgin Mary, Queen, II class","Com. of St. Petronilla Virgin.","./1962/Ascension/Feria/"
2106,1-6-2106,"Tuesday","III","","white","St. Angela Merici Virgin, III class.","","./1962/Ascension/Feria/"
2106,2-6-2106,"Wednesday","IV","","white","Feria of Ascension","Commemoration of Ss. Marcellinus, Peter, and Erasmus Bishop, Martyrs, Comm.","./1962/Ascension/Feria/"
2106,3-6-2106,"Thursday","IV","","white","Feria of Ascension","","./1962/Ascension/Feria/"
2106,4-6-2106,"Friday","III","","white","St. Francis Caracciolo Confessor, III class.","","./1962/Ascension/Feria/"
2106,5-6-2106,"Saturday","I","","red","Vigil Mass of Pentecost","","./1962/Ascension/Feria/"
2106,6-6-2106,"Sunday","I","+","red","Pentecost Sunday","","./1962/Pentecost/Sunday/"
2106,7-6-2106,"Monday","I","","red","Pentecost Monday","","./1962/Pentecost/Whit/Monday/"
2106,8-6-2106,"Tuesday","I","","red","Pentecost Tuesday","","./1962/Pentecost/Whit/Tuesday/"
2106,9-6-2106,"Wednesday","I","","red","Ember Wednesday of Pentecost","","./1962/Pentecost/Whit/Wednesday/"
2106,10-6-2106,"Thursday","I","","red","Thursday in Pentecost Week","","./1962/Pentecost/Whit/Thursday/"
2106,11-6-2106,"Friday","I","","red","Ember Friday of Pentecost","","./1962/Pentecost/Whit/Friday/"
2106,12-6-2106,"Saturday","I","","red","Ember Saturday of Pentecost","","./1962/Pentecost/Whit/Saturday/"
2106,13-6-2106,"Sunday","I","+","white","Trinity Sunday","","./1962/Pentecost/TrinitySunday/"
2106,14-6-2106,"Monday","III","","white","St. Basil the Great Bishop, Confessor, and Doctor of the Church, III class.","","./1962/6/14/"
2106,15-6-2106,"Tuesday","IV","","green","Feria","Commemoration of Ss. Vitus, Modestus, and Crescentia Martyrs, Comm.","./1962/6/15/"
2106,16-6-2106,"Wednesday","IV","","green","Feria","","./1962/6/16/"
2106,17-6-2106,"Thursday","I","+","white","Corpus Christi","","./1962/Pentecost/CorpusChristi/"
2106,18-6-2106,"Friday","III","","white","St. Ephraem Syrus Deacon, Confessor, and Doctor of the Church, III class","Com. of Ss. Mark and Marcellianus Martyrs.","./1962/6/18/"
2106,19-6-2106,"Saturday","III","","white","St. Juliana Falconieri Virgin, III class","Com. of Ss. Gervase and Protase Martyrs.","./1962/6/19/"
2106,20-6-2106,"Sunday","II","+","green","2nd Sunday After Pentecost","","./1962/Pentecost/2/Sunday/"
2106,21-6-2106,"Monday","III","","white","St. Aloysius Gonzaga Confessor, III class.","","./1962/6/21/"
2106,22-6-2106,"Tuesday","III","","white","St. Paulinus Bishop and Confessor, III class","","./1962/6/22/"
2106,23-6-2106,"Wednesday","II","","white","Vigil, II class.","","./1962/6/23/"
2106,24-6-2106,"Thursday","I","","white","On the Nativity of St. John the Baptist, I class.","","./1962/6/24/"
2106,25-6-2106,"Friday","I","+","green","The Most Sacred Heart of Jesus","","./1962/Pentecost/SacredHeartofJesus/"
2106,26-6-2106,"Saturday","III","","red","Ss. John and Paul Martyrs, III class.","","./1962/6/26/"
2106,27-6-2106,"Sunday","II","+","green","Alms of St Peter","","./1962/Pentecost/3/Sunday/"
2106,28-6-2106,"Monday","II","","red","Vigil, II class.","","./1962/6/28/"
2106,29-6-2106,"Tuesday","I","+","red","Ss. Peter and Paul Apostles, I class.","","./1962/6/29/"
2106,30-6-2106,"Wednesday","IV","","green","Feria","On the Commemoration of St. Paul Apostle, III class","./1962/6/30/"
2106,1-7-2106,"Thursday","I","","white","The Most Precious Blood of our Lord Jesus Christ, I class.","","./1962/7/1/"
2106,2-7-2106,"Friday","II","","white","On the Visitation of the Blessed Virgin Mary, II class","Com. of Ss. Processus and Martinian Martyrs.","./1962/7/2/"
2106,3-7-2106,"Saturday","III","","white","St. Irenaeus Bishop and Martyr, III class.","","./1962/7/3/"
2106,4-7-2106,"Sunday","II","+","green","4th Sunday After Pentecost","","./1962/Pentecost/4/Sunday/"
2106,5-7-2106,"Monday","III","","white","St. Anthony Mary Zaccaria Confessor, III class.","","./1962/7/5/"
2106,6-7-2106,"Tuesday","IV","","green","Feria","","./1962/7/6/"
2106,7-7-2106,"Wednesday","III","","white","Ss. Cyril and Methodius Bishops and Confessors, III class.","","./1962/7/7/"
2106,8-7-2106,"Thursday","III","","white","St. Elizabeth Queen, Widow, III class.","","./1962/7/8/"
2106,9-7-2106,"Friday","IV","","green","Feria","","./1962/7/9/"
2106,10-7-2106,"Saturday","III","","red","The Seven Holy Brothers Martyrs, and Ss. Rufina and Secunda Virgins and Martyrs, III class.","","./1962/7/10/"
2106,11-7-2106,"Sunday","II","+","green","5th Sunday After Pentecost","","./1962/Pentecost/5/Sunday/"
2106,12-7-2106,"Monday","III","","white","St. John Gualbert Abbot, III class","Com. of Ss. Nabor and Felix Martyrs.","./1962/7/12/"
2106,13-7-2106,"Tuesday","IV","","green","Feria","","./1962/7/13/"
2106,14-7-2106,"Wednesday","III","","white","St. Bonaventure Bishop, Confessor, and Doctor of the Church, III class.","","./1962/7/14/"
2106,15-7-2106,"Thursday","III","","white","St. Henry II Emperor, Confessor, III class.","","./1962/7/15/"
2106,16-7-2106,"Friday","IV","","red","Feria","Commemoration of the Blessed Virgin Mary of Mt. Carmel, Comm.","./1962/7/16/"
2106,17-7-2106,"Saturday","IV","","white","Saturday of Our Lady","Commemoration of St. Alexius Confessor, Comm.","./1962/7/17/"
2106,18-7-2106,"Sunday","II","+","green","6th Sunday After Pentecost","","./1962/Pentecost/6/Sunday/"
2106,19-7-2106,"Monday","III","","white","St. Vincent de Paul Confessor, III class.","","./1962/7/19/"
2106,20-7-2106,"Tuesday","III","","white","St. Jerome Emiliani Confessor, III class","Com. of St. Margaret Virgin Martyr.","./1962/7/20/"
2106,21-7-2106,"Wednesday","III","","white","St. Lawrence of Brindisi Confessor and Doctor of the Church, III class","Com. of St. Praxedes Virgin.","./1962/7/21/"
2106,22-7-2106,"Thursday","III","","white","St. Mary Magdalene Penitent, III class.","","./1962/7/22/"
2106,23-7-2106,"Friday","III","","red","St. Apollinaris Martyr, III class","Com. of St. Liborius Bishop and Confessor.","./1962/7/23/"
2106,24-7-2106,"Saturday","IV","","white","Saturday of Our Lady","Commemoration of St. Christina Virgin and Martyr.","./1962/7/24/"
2106,25-7-2106,"Sunday","II","+","red","7th Sunday After Pentecost","St. James Apostle, II class","./1962/Pentecost/7/Sunday/"
2106,26-7-2106,"Monday","II","","white","St. Anne Mother of the Blessed Virgin Mary, II class.","","./1962/7/26/"
2106,27-7-2106,"Tuesday","IV","","green","Feria","Commemoration of St. Pantaleon Martyr, Comm.","./1962/7/27/"
